gene_id	geneT_id	chr.num	start	end	strand	seq.ln	pfam.sigAcc	pfam.desc	pfam.start	pfam.end	pfam.eval	pfam.iprAcc	pfam.iprAnn	pfam.go	pfam.pthAnn	pant.sigAcc	pant.desc	pant.start	pant.end	pant.eval	pant.iprAcc	pant.iprAnn	pant.go	pant.pthAnn	sfam.sigAcc	sfam.desc	sfam.start	sfam.end	sfam.eval	sfam.iprAcc	sfam.iprAnn	sfam.go	sfam.pthAnn	cdd.sigAcc	cdd.desc	cdd.start	cdd.end	cdd.eval	cdd.iprAcc	cdd.iprAnn	cdd.go	cdd.pthAnn	g3d.sigAcc	g3d.desc	g3d.start	g3d.end	g3d.eval	g3d.iprAcc	g3d.iprAnn	g3d.go	g3d.pthAnn
Ecl_006100	Ecl_006100-T1	Ecl_1605_22_5	976402	978359	+	537	PF00067	Cytochrome P450	73	498	5.9e-51	IPR001128	Cytochrome P450	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	PTHR24286:SF0	CYTOCHROME P450 61	37	500	1.3e-86	NA	NA	NA	NA	SSF48264	Cytochrome P450	68	535	5.24e-84	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.630.10	Cytochrome p450	61	535	5.1e-69	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA
Ecl_006101	Ecl_006101-T1	Ecl_1605_22_5	979150	979967	+	213	PF00581	Rhodanese-like domain	101	195	3.1e-13	IPR001763	Rhodanese-like domain	NA	NA	PTHR44086	-	57	204	6.1e-39	NA	NA	NA	NA	SSF52821	Rhodanese/Cell cycle control phosphatase	85	202	9.82e-25	IPR036873	Rhodanese-like domain superfamily	NA	NA	cd01519	RHOD_HSP67B2	86	195	5.19e-49	NA	NA	NA	NA	G3DSA:3.40.250.10	Oxidized Rhodanese	84	200	1.6e-27	IPR036873	Rhodanese-like domain superfamily	NA	NA
Ecl_006102	Ecl_006102-T1	Ecl_1605_22_5	980262	981432	-	287	PF04893	Yip1 domain	90	251	2.3e-13	IPR006977	Yip1 domain	GO:0016020	NA	PTHR12822	UNCHARACTERIZED	30	260	1.5e-72	IPR039765	Protein Yip5/YIPF1/YIPF2	GO:0005794|GO:0016192|GO:0017137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006103	Ecl_006103-T1	Ecl_1605_22_5	986816	987729	-	159	PF01287	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold	85	154	8.4e-28	IPR020189	Translation elongation factor, IF5A C-terminal	GO:0003723|GO:0003746|GO:0043022|GO:0045901|GO:0045905	NA	PTHR11673	TRANSLATION INITIATION FACTOR 5A-RELATED	1	158	1.1e-76	IPR001884	Translation elongation factor IF5A-like	GO:0003723|GO:0003746|GO:0043022|GO:0045901	NA	SSF50104	Translation proteins SH3-like domain	15	93	4.16e-29	IPR008991	Translation protein SH3-like domain superfamily	NA	NA	cd04468	S1_eIF5A	86	146	5.16e-24	NA	NA	NA	NA	G3DSA:2.30.30.30	-	1	85	6.6e-47	IPR014722	Ribosomal protein L2, domain 2	NA	NA
Ecl_006104	Ecl_006104-T1	Ecl_1605_22_5	989488	991657	+	675	PF04129	Vps52 / Sac2 family	154	671	2.9e-126	IPR007258	Vps52	NA	Reactome: R-HSA-6811440	PTHR14190	SUPPRESSOR OF ACTIN MUTATIONS 2/VACUOLAR PROTEIN SORTING 52	153	668	1.3e-155	IPR007258	Vps52	NA	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006105	Ecl_006105-T1	Ecl_1605_22_5	992129	993613	-	418	PF00566	Rab-GTPase-TBC domain	70	282	6.4e-24	IPR000195	Rab-GTPase-TBC domain	NA	NA	PTHR20913	TBC1 DOMAIN FAMILY MEMBER 20/GTPASE	37	403	1.7e-81	NA	NA	NA	NA	SSF47923	Ypt/Rab-GAP domain of gyp1p	50	224	9.42e-17	IPR035969	Rab-GTPase-TBC domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.8.1310	-	25	188	1.8e-47	NA	NA	NA	NA
Ecl_006106	Ecl_006106-T1	Ecl_1605_22_5	995817	1000298	+	1335	PF10433	Mono-functional DNA-alkylating methyl methanesulfonate N-term	154	681	8.7e-62	NA	NA	NA	NA	PTHR10644:SF18	-	9	1272	5.3e-196	NA	NA	NA	NA	SSF50998	Quinoprotein alcohol dehydrogenase-like	653	1091	1.18e-06	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	-	531	875	3.4e-30	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515	NA
Ecl_006107	Ecl_006107-T1	Ecl_1605_22_5	1000757	1004531	+	1099	PF00009	Elongation factor Tu GTP binding domain	508	718	1.5e-34	IPR000795	Transcription factor, GTP-binding domain	GO:0003924|GO:0005525	NA	PTHR43381	-	176	1098	0	IPR015760	Translation initiation factor IF- 2	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	496	796	2.39e-60	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd01887	IF2_eIF5B	507	718	1.34e-80	NA	NA	NA	NA	G3DSA:3.40.50.300	-	498	728	7.1e-77	NA	NA	NA	NA
Ecl_006108	Ecl_006108-T1	Ecl_1605_22_5	1005480	1008189	-	722	PF00012	Hsp70 protein	3	657	3.7e-164	IPR013126	Heat shock protein 70 family	NA	Reactome: R-HSA-3371453	PTHR45639	-	1	708	2.4e-244	NA	NA	NA	NA	SSF100920	Heat shock protein 70kD (HSP70), peptide-binding domain	385	590	1.65e-17	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily	NA	Reactome: R-HSA-3371453	cd10228	HSPA4_like_NDB	2	382	0	NA	NA	NA	NA	G3DSA:3.30.420.40	-	5	376	2.6e-139	NA	NA	NA	NA
Ecl_006109	Ecl_006109-T1	Ecl_1605_22_5	1009705	1011405	-	566	PF03142	Chitin synthase	159	468	3.6e-25	NA	NA	NA	NA	PTHR22914	CHITIN SYNTHASE	1	540	2.7e-278	IPR004835	Chitin synthase	GO:0004100|GO:0016758	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	SSF53448	Nucleotide-diphospho-sugar transferases	58	380	4.82e-15	IPR029044	Nucleotide-diphospho-sugar transferases	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	57	285	5.5e-06	IPR029044	Nucleotide-diphospho-sugar transferases	NA	NA
Ecl_006112	Ecl_006112-T1	Ecl_1605_22_5	1012994	1016974	-	1130	PF02854	MIF4G domain	674	878	5.1e-29	IPR003890	MIF4G-like, type 3	GO:0003723|GO:0005515	NA	PTHR12839	NONSENSE-MEDIATED MRNA DECAY PROTEIN 2  UP-FRAMESHIFT SUPPRESSOR 2	3	1096	0	IPR039762	Nonsense-mediated mRNA decay protein Nmd2/UPF2	GO:0000184	Reactome: R-HSA-9010553|Reactome: R-HSA-975957	SSF48371	ARM repeat	668	896	2.73e-66	IPR016024	Armadillo-type fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.180	-	413	652	2.5e-31	IPR016021	MIF4G-like domain superfamily	NA	NA
Ecl_006113	Ecl_006113-T1	Ecl_1605_22_5	1018424	1021242	+	895	PF00174	Oxidoreductase molybdopterin binding domain	122	298	7.7e-52	IPR000572	Oxidoreductase, molybdopterin-binding domain	NA	Reactome: R-HSA-1614517	PTHR19370	NADH-CYTOCHROME B5 REDUCTASE	73	888	3.3e-192	NA	NA	NA	NA	SSF56524	Oxidoreductase molybdopterin-binding domain	72	328	4.58e-80	IPR036374	Oxidoreductase, molybdopterin-binding domain superfamily	NA	Reactome: R-HSA-1614517	cd06183	cyt_b5_reduct_like	647	895	2.72e-90	NA	NA	NA	NA	G3DSA:3.90.420.10	Sulfite Oxidase; Chain A	92	330	1.8e-94	IPR036374	Oxidoreductase, molybdopterin-binding domain superfamily	NA	Reactome: R-HSA-1614517
Ecl_006114	Ecl_006114-T1	Ecl_1605_22_5	1025646	1027350	-	496	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR23138	RAN BINDING PROTEIN	28	466	6.5e-28	NA	NA	NA	NA	SSF50729	PH domain-like	334	490	4.04e-21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006115	Ecl_006115-T1	Ecl_1605_22_5	1028204	1029284	-	299	PF04893	Yip1 domain	162	294	4.7e-13	IPR006977	Yip1 domain	GO:0016020	NA	PTHR21236	GOLGI MEMBRANE PROTEIN YIP1	38	298	3.9e-59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006116	Ecl_006116-T1	Ecl_1605_22_5	1029912	1031997	+	501	PF00400	WD domain, G-beta repeat	129	163	0.00014	IPR001680	WD40 repeat	GO:0005515	NA	PTHR10253:SF5	POLYCOMB PROTEIN EED	29	494	8.6e-88	IPR037352	Polycomb protein EED	GO:0016571|GO:0035098	Reactome: R-HSA-212300|Reactome: R-HSA-2559580|Reactome: R-HSA-3214841|Reactome: R-HSA-5617472|Reactome: R-HSA-8943724|Reactome: R-HSA-8953750|Reactome: R-HSA-9609690	SSF50978	WD40 repeat-like	39	487	3.97e-29	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006117	Ecl_006117-T1	Ecl_1605_22_5	1032022	1033323	-	433	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR28244	-	16	370	3.5e-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006118	Ecl_006118-T1	Ecl_1605_22_5	1041656	1042483	-	237	PF04716	ETC complex I subunit conserved region	22	93	2.6e-25	IPR006806	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	GO:0022904	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PTHR12653	NADH-UBIQUINONE OXIDOREDUCTASE 13 KD-B SUBUNIT	9	233	4.2e-40	IPR006806	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	GO:0022904	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006119	Ecl_006119-T1	Ecl_1605_22_5	1043182	1044635	-	412	PF00004	ATPase family associated with various cellular activities (AAA)	150	283	1.4e-36	IPR003959	ATPase, AAA-type, core	GO:0005524|GO:0016887	NA	PTHR45644	-	25	392	1e-128	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	101	336	1.23e-55	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd00009	AAA	114	284	2.31e-21	NA	NA	NA	NA	G3DSA:3.40.50.300	-	107	284	6.7e-85	NA	NA	NA	NA
Ecl_006120	Ecl_006120-T1	Ecl_1605_22_5	1045258	1046744	+	453	PF12539	Chromosome segregation protein Csm1/Pcs1	348	434	3e-31	IPR020981	Monopolin complex subunit Csm1/Pcs1, C-terminal	GO:0005515	NA	PTHR28006	-	196	450	4.4e-65	IPR040349	Monopolin complex subunit Csm1/Pcs1	GO:0033551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.1150.80	-	345	450	2.1e-09	IPR038608	Csm1/Pcs1 domain superfamily	NA	NA
Ecl_006121	Ecl_006121-T1	Ecl_1605_22_5	1047382	1050436	+	727	PF04987	Phosphatidylinositolglycan class N (PIG-N)	448	726	7.7e-74	IPR017852	GPI ethanolamine phosphate transferase 1, C-terminal	GO:0005789|GO:0006506|GO:0016740	Reactome: R-HSA-162710	PTHR12250	PHOSPHATIDYLINOSITOL GLYCAN, CLASS N	7	726	5.6e-268	IPR007070	GPI ethanolamine phosphate transferase 1	GO:0005789|GO:0006506|GO:0051377	Reactome: R-HSA-162710	SSF53649	Alkaline phosphatase-like	52	362	2.09e-35	IPR017850	Alkaline-phosphatase-like, core domain superfamily	GO:0003824	NA	cd16020	GPI_EPT_1	48	363	2.88e-167	IPR037671	GPI ethanolamine phosphate transferase 1, N-terminal	GO:0006506|GO:0016021|GO:0051377	Reactome: R-HSA-162710	G3DSA:3.40.720.10	Alkaline Phosphatase	42	376	5.3e-48	IPR017850	Alkaline-phosphatase-like, core domain superfamily	GO:0003824	NA
Ecl_006122	Ecl_006122-T1	Ecl_1605_22_5	1052021	1055170	+	898	PF04082	Fungal specific transcription factor domain	241	481	2e-36	IPR007219	Transcription factor domain, fungi	GO:0003677|GO:0006351|GO:0008270	NA	PTHR47171	-	31	890	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	fungal_TF_MHR	232	624	5.78e-65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006123	Ecl_006123-T1	Ecl_1605_22_5	1056558	1058690	+	641	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR20932:SF8	LD22649P	229	425	3.4e-20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd00118	LysM	251	287	5.64e-05	IPR018392	LysM domain	NA	NA	G3DSA:3.10.350.10	-	239	300	6.4e-08	IPR036779	LysM domain superfamily	NA	NA
Ecl_006124	Ecl_006124-T1	Ecl_1605_22_5	1059853	1060978	+	287	PF04161	Arv1-like family	3	217	6.1e-77	IPR007290	Arv1 protein	GO:0032366	Reactome: R-HSA-191273	PTHR14467	ARV1	1	247	1.3e-62	IPR007290	Arv1 protein	GO:0032366	Reactome: R-HSA-191273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006125	Ecl_006125-T1	Ecl_1605_22_5	1061403	1061800	-	75	PF05493	ATP synthase subunit H	7	66	1e-25	IPR008389	ATPase, V0 complex, subunit e1/e2	GO:0015078|GO:0033179|GO:1902600	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	PTHR12263	VACUOLAR ATP SYNTHASE SUBUNIT H	1	71	2.9e-25	IPR008389	ATPase, V0 complex, subunit e1/e2	GO:0015078|GO:0033179|GO:1902600	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-9639288|Reactome: R-HSA-983712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006126	Ecl_006126-T1	Ecl_1605_22_5	1062912	1064953	+	658	PF04768	NAT, N-acetyltransferase, of N-acetylglutamate synthase	450	637	5.3e-49	IPR006855	Vertebrate-like NAGS Gcn5-related N-acetyltransferase (GNAT) domain	NA	KEGG: 00220+2.3.1.1|MetaCyc: PWY-5154|Reactome: R-HSA-70635	PTHR23342:SF4	AMINO-ACID ACETYLTRANSFERASE, MITOCHONDRIAL	121	652	1e-144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.1160.10	-	65	388	1.8e-12	IPR036393	Acetylglutamate kinase-like superfamily	NA	NA
Ecl_006127	Ecl_006127-T1	Ecl_1605_22_5	1066848	1068187	+	322	PF10455	Bin/amphiphysin/Rvs domain for vesicular trafficking	17	299	1.6e-56	IPR018859	BAR domain-containing family	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF103657	BAR/IMD domain-like	22	301	2.01e-52	IPR027267	AH/BAR domain superfamily	NA	NA	cd07600	BAR_Gvp36	47	301	9.45e-85	NA	NA	NA	NA	G3DSA:1.20.1270.60	Arfaptin	13	305	2.6e-63	IPR027267	AH/BAR domain superfamily	NA	NA
Ecl_006128	Ecl_006128-T1	Ecl_1605_22_5	1068942	1070635	+	514	PF01053	Cys/Met metabolism PLP-dependent enzyme	114	484	3.2e-138	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0019346|GO:0030170	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	PTHR11808	TRANS-SULFURATION ENZYME FAMILY MEMBER	84	487	4.6e-192	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0019346|GO:0030170	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	SSF53383	PLP-dependent transferases	124	484	1.5e-96	IPR015424	Pyridoxal phosphate-dependent transferase	NA	NA	cd00614	CGS_like	126	484	1.01e-141	IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	GO:0019346|GO:0030170	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	G3DSA:3.40.640.10	-	111	355	4.4e-81	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	GO:0003824	NA
Ecl_006129	Ecl_006129-T1	Ecl_1605_22_5	1071240	1072855	-	477	PF03348	Serine incorporator (Serinc)	24	474	1.3e-164	IPR005016	Serine incorporator/TMS membrane protein	GO:0016020	Reactome: R-HSA-977347	PTHR10383	SERINE INCORPORATOR	28	474	6.9e-131	IPR005016	Serine incorporator/TMS membrane protein	GO:0016020	Reactome: R-HSA-977347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ecl_006131	Ecl_006131-T1	Ecl_1605_22_5	1074847	1075933	-	343	PF01636	Phosphotransferase enzyme family	142	250	1.2e-08	IPR002575	Aminoglycoside phosphotransferase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	58	261	1.9e-11	IPR011009	Protein kinase-like domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.1200.10	-	146	303	3.3e-05	NA	NA	NA	NA
Ecl_006132	Ecl_006132-T1	Ecl_1605_22_5	1077173	1079242	+	535	PF07690	Major Facilitator Superfamily	24	200	1.9e-13	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085	NA	PTHR21576	UNCHARACTERIZED NODULIN-LIKE PROTEIN	10	526	2.3e-88	NA	NA	NA	NA	SSF103473	MFS general substrate transporter	5	526	7.72e-35	IPR036259	MFS transporter superfamily	NA	NA	cd17354	MFS_Mch1p_like	13	515	1.52e-54	NA	NA	NA	NA	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	2	232	1.5e-19	NA	NA	NA	NA
Ecl_006133	Ecl_006133-T1	Ecl_1605_22_5	1080089	1083512	-	1112	PF07819	PGAP1-like protein	174	417	2.1e-92	IPR012908	GPI inositol-deacylase PGAP1-like	GO:0016788	Reactome: R-HSA-162791	PTHR15495	NEGATIVE REGULATOR OF VESICLE FORMATION-RELATED	99	1092	1.8e-271	IPR039529	GPI inositol-deacylase	GO:0016788	Reactome: R-HSA-162791	SSF53474	alpha/beta-Hydrolases	176	415	5.36e-16	IPR029058	Alpha/Beta hydrolase fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	-	176	418	1.2e-19	IPR029058	Alpha/Beta hydrolase fold	NA	NA
Ecl_006134	Ecl_006134-T1	Ecl_1605_22_5	1084857	1087946	+	972	PF08676	MutL C terminal dimerisation domain	747	906	7.9e-21	IPR014790	MutL, C-terminal, dimerisation	GO:0005524|GO:0006298	NA	PTHR10073	DNA MISMATCH REPAIR PROTEIN  MLH, PMS, MUTL	5	943	1.9e-218	IPR038973	DNA mismatch repair protein MutL/Mlh/Pms	GO:0006298|GO:0016887|GO:0032300	NA	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	20	222	3.54e-48	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	NA	NA	cd16926	HATPase_MutL-MLH-PMS-like	13	205	1.41e-75	NA	NA	NA	NA	G3DSA:3.30.565.10	-	2	223	4.5e-78	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	NA	NA
Ecl_006136	Ecl_006136-T1	Ecl_1605_22_5	1090715	1091933	+	384	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR11938:SF91	NADPH:ADRENODOXIN OXIDOREDUCTASE, MITOCHONDRIAL	3	381	2.7e-100	NA	NA	NA	NA	SSF51905	FAD/NAD(P)-binding domain	16	234	4.21e-42	IPR036188	FAD/NAD(P)-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	-	2	380	2.4e-110	NA	NA	NA	NA
Ecl_006137	Ecl_006137-T1	Ecl_1605_22_5	1091989	1093086	-	348	PF01012	Electron transfer flavoprotein domain	36	201	2.1e-43	IPR014730	Electron transfer flavoprotein, alpha/beta-subunit, N-terminal	NA	Reactome: R-HSA-611105	PTHR43153:SF1	ELECTRON TRANSFER FLAVOPROTEIN SUBUNIT ALPHA, MITOCHONDRIAL	22	346	2.2e-136	NA	NA	NA	NA	SSF52402	Adenine nucleotide alpha hydrolases-like	35	221	3.77e-55	NA	NA	NA	NA	cd01715	ETF_alpha	35	204	2.37e-63	IPR033947	Electron transfer flavoprotein, alpha subunit, N-terminal	NA	Reactome: R-HSA-611105	G3DSA:3.40.50.620	HUPs	34	218	5.6e-55	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	NA	NA
Ecl_006138	Ecl_006138-T1	Ecl_1605_22_5	1093616	1095835	+	701	PF04433	SWIRM domain	134	219	1.5e-32	IPR007526	SWIRM domain	GO:0005515	NA	PTHR12802	SWI/SNF COMPLEX-RELATED	104	641	4.5e-153	NA	NA	NA	NA	SSF46689	Homeodomain-like	127	232	1.43e-34	IPR009057	Homeobox-like domain superfamily	NA	NA	cd02336	ZZ_RSC8	333	379	1.03e-20	IPR041984	Rsc8/Ssr1/Ssr2, zinc finger, ZZ-type	NA	NA	G3DSA:1.10.10.10	winged helix"" repressor DNA binding domain	137	224	7.7e-43	IPR036388	Winged helix-like DNA-binding domain superfamily	NA	NA
Ecl_006139	Ecl_006139-T1	Ecl_1605_22_5	1097006	1099002	+	609	PF00755	Choline/Carnitine o-acyltransferase	31	595	4.3e-207	IPR039551	Choline/carnitine acyltransferase domain	NA	NA	PTHR22589	CARNITINE O-ACYLTRANSFERASE	5	609	7.8e-276	IPR000542	Acyltransferase ChoActase/COT/CPT	GO:0016746	NA	SSF52777	CoA-dependent acyltransferases	24	389	2.95e-120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.559.40	-	31	579	5.1e-202	IPR042232	Choline/Carnitine o-acyltransferase, domain 1	NA	NA
Ecl_006140	Ecl_006140-T1	Ecl_1605_22_5	1099388	1101217	-	526	PF08603	Adenylate cyclase associated (CAP) C terminal	366	524	4.3e-56	IPR013912	Adenylate cyclase-associated CAP, C-terminal	GO:0003779|GO:0007010	Reactome: R-HSA-428890	PTHR10652	ADENYLYL CYCLASE-ASSOCIATED PROTEIN	7	525	2.4e-139	IPR001837	Adenylate cyclase-associated CAP	GO:0003779|GO:0007010	Reactome: R-HSA-428890	SSF101278	N-terminal domain of adenylylcyclase associated protein, CAP	77	283	3.4e-59	IPR036222	Adenylate cyclase-associated CAP, N-terminal  domain superfamily	NA	Reactome: R-HSA-428890	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.330	-	76	246	7.7e-58	IPR036222	Adenylate cyclase-associated CAP, N-terminal  domain superfamily	NA	Reactome: R-HSA-428890
Ecl_006142	Ecl_006142-T1	Ecl_1605_22_5	1102543	1103942	+	417	PF00294	pfkB family carbohydrate kinase	333	383	1.7e-09	IPR011611	Carbohydrate kinase PfkB	NA	NA	PTHR47098:SF2	PROTEIN MAK32	11	412	7.6e-133	NA	NA	NA	NA	SSF53613	Ribokinase-like	25	383	7.64e-32	IPR029056	Ribokinase-like	NA	NA	cd01943	MAK32	25	409	3.17e-134	IPR034094	Mak32	NA	NA	G3DSA:3.40.1190.20	-	22	289	4.1e-22	IPR029056	Ribokinase-like	NA	NA
Ecl_006143	Ecl_006143-T1	Ecl_1605_22_5	1104361	1105375	-	279	PF17855	MCM AAA-lid domain	4	48	1.1e-09	IPR041562	MCM, AAA-lid domain	NA	NA	PTHR11630	DNA REPLICATION LICENSING FACTOR	3	243	3.2e-22	IPR031327	Mini-chromosome maintenance protein	GO:0003677|GO:0005524|GO:0032508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd17754	MCM3	1	50	4.9e-15	NA	NA	NA	NA	G3DSA:3.40.50.300	-	1	70	1.3e-10	NA	NA	NA	NA
Ecl_006144	Ecl_006144-T1	Ecl_1605_22_5	1105537	1107281	-	559	PF00493	MCM P-loop domain	289	511	1.1e-97	IPR001208	MCM domain	GO:0003677|GO:0005524|GO:0032508	NA	PTHR11630	DNA REPLICATION LICENSING FACTOR	7	535	9.5e-265	IPR031327	Mini-chromosome maintenance protein	GO:0003677|GO:0005524|GO:0032508	NA	SSF50249	Nucleic acid-binding proteins	27	266	1.2e-56	IPR012340	Nucleic acid-binding, OB-fold	NA	NA	cd17754	MCM3	304	513	1.34e-153	NA	NA	NA	NA	G3DSA:3.40.50.300	-	286	551	4.4e-104	NA	NA	NA	NA
Ecl_006145	Ecl_006145-T1	Ecl_1605_22_5	1107722	1109676	+	632	PF03081	Exo70 exocyst complex subunit	246	627	1.8e-92	IPR004140	Exocyst complex component Exo70	GO:0000145|GO:0006887	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	PTHR12542	EXOCYST COMPLEX PROTEIN EXO70	15	624	1.3e-61	IPR004140	Exocyst complex component Exo70	GO:0000145|GO:0006887	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	SSF74788	Cullin repeat-like	83	630	9.42e-123	IPR016159	Cullin repeat-like-containing domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.1280.170	-	68	631	3.2e-178	NA	NA	NA	NA
Ecl_006146	Ecl_006146-T1	Ecl_1605_22_5	1111076	1119541	+	2383	PF00616	GTPase-activator protein for Ras-like GTPase	1262	1362	6.4e-22	IPR001936	Ras GTPase-activating domain	GO:0043087	NA	PTHR10194	RAS GTPASE-ACTIVATING PROTEINS	1	1396	0	IPR039360	Ras GTPase-activating protein	NA	Reactome: R-HSA-5658442	SSF48371	ARM repeat	1265	2186	1.84e-05	IPR016024	Armadillo-type fold	NA	NA	cd05392	RasGAP_Neurofibromin_like	1140	1399	2.25e-90	NA	NA	NA	NA	G3DSA:1.10.506.10	-	1227	1398	6.5e-85	NA	NA	NA	NA
