gene_id	geneT_id	chr.num	start	end	strand	seq.ln	pfam.sigAcc	pfam.desc	pfam.start	pfam.end	pfam.eval	pfam.iprAcc	pfam.iprAnn	pfam.go	pfam.pthAnn	pant.sigAcc	pant.desc	pant.start	pant.end	pant.eval	pant.iprAcc	pant.iprAnn	pant.go	pant.pthAnn	sfam.sigAcc	sfam.desc	sfam.start	sfam.end	sfam.eval	sfam.iprAcc	sfam.iprAnn	sfam.go	sfam.pthAnn	cdd.sigAcc	cdd.desc	cdd.start	cdd.end	cdd.eval	cdd.iprAcc	cdd.iprAnn	cdd.go	cdd.pthAnn	g3d.sigAcc	g3d.desc	g3d.start	g3d.end	g3d.eval	g3d.iprAcc	g3d.iprAnn	g3d.go	g3d.pthAnn
Ety_005933	Ety_005933-T1	Ety_1756_5	1802240	1802467	-	75	PF02666	Phosphatidylserine decarboxylase	3	62	6.3e-12	IPR003817	Phosphatidylserine decarboxylase-related	GO:0004609|GO:0008654	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	PTHR10067	PHOSPHATIDYLSERINE DECARBOXYLASE	1	61	3.3e-25	IPR003817	Phosphatidylserine decarboxylase-related	GO:0004609|GO:0008654	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005934	Ety_005934-T1	Ety_1756_5	1803884	1805599	-	492	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR43845	-	36	490	4.8e-54	NA	NA	NA	NA	SSF56801	Acetyl-CoA synthetase-like	179	355	3.66e-09	NA	NA	NA	NA	cd05913	PaaK	180	490	4.73e-13	NA	NA	NA	NA	G3DSA:3.40.50.12780	-	40	381	2.7e-30	IPR042099	AMP-dependent synthetase-like superfamily	NA	NA
Ety_005935	Ety_005935-T1	Ety_1756_5	1814976	1816043	-	355	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR10488	GLYCINE AMIDINOTRANSFERASE, MITOCHONDRIAL	6	353	2.8e-101	IPR033195	Glycine/inosamine-phosphate amidinotransferase	GO:0015067	Reactome: R-HSA-71288	SSF55909	Pentein	8	353	3.93e-70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.75.10.10	-	8	355	3.2e-90	NA	NA	NA	NA
Ety_005936	Ety_005936-T1	Ety_1756_5	1816811	1819115	+	583	PF00067	Cytochrome P450	414	559	1.6e-23	IPR001128	Cytochrome P450	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	PTHR24305:SF179	-	61	581	5.5e-75	NA	NA	NA	NA	SSF48264	Cytochrome P450	94	578	1.05e-43	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.630.10	Cytochrome p450	81	564	2.8e-39	IPR036396	Cytochrome P450 superfamily	GO:0005506|GO:0016705|GO:0020037|GO:0055114	NA
Ety_005938	Ety_005938-T1	Ety_1756_5	1820304	1822083	-	566	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR23148	SERINE/ARGININE REGULATED NUCLEAR MATRIX PROTEIN	1	510	3.9e-92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005939	Ety_005939-T1	Ety_1756_5	1824208	1828129	-	1185	PF00400	WD domain, G-beta repeat	881	932	0.00014	IPR001680	WD40 repeat	GO:0005515	NA	PTHR44156	-	606	1152	3.1e-109	NA	NA	NA	NA	SSF50978	WD40 repeat-like	805	1139	6.04e-75	IPR036322	WD40-repeat-containing domain superfamily	GO:0005515	NA	cd00200	WD40	801	1112	5.89e-71	NA	NA	NA	NA	G3DSA:2.130.10.10	-	797	1157	2.6e-104	IPR015943	WD40/YVTN repeat-like-containing domain superfamily	GO:0005515	NA
Ety_005941	Ety_005941-T1	Ety_1756_5	1829464	1831113	-	458	PF00891	O-methyltransferase domain	223	417	1.3e-19	IPR001077	O-methyltransferase domain	GO:0008171	NA	PTHR43712:SF5	-	19	447	7.2e-102	NA	NA	NA	NA	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	215	428	7.79e-27	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	185	439	1.2e-56	NA	NA	NA	NA
Ety_005942	Ety_005942-T1	Ety_1756_5	1832772	1835545	-	898	PF01546	Peptidase family M20/M25/M40	506	820	4.8e-22	IPR002933	Peptidase M20	GO:0016787	NA	PTHR43270	-	24	898	0	NA	NA	NA	NA	SSF53187	Zn-dependent exopeptidases	431	898	4.29e-51	NA	NA	NA	NA	cd05677	M20_dipept_like_DUG2_type	434	898	0	NA	NA	NA	NA	G3DSA:3.40.630.10	Zn peptidases	435	892	5.7e-120	NA	NA	NA	NA
Ety_005943	Ety_005943-T1	Ety_1756_5	1836375	1839631	-	1024	PF02836	Glycosyl hydrolases family 2, TIM barrel domain	332	614	1.9e-99	IPR006103	Glycoside hydrolase family 2, catalytic domain	GO:0004553|GO:0005975	Reactome: R-HSA-6798695	PTHR46323	-	8	1017	0	IPR023933	Glycoside hydrolase, family 2, beta-galactosidase	GO:0016798	KEGG: 00052+3.2.1.23|KEGG: 00511+3.2.1.23|KEGG: 00531+3.2.1.23|KEGG: 00600+3.2.1.23|KEGG: 00604+3.2.1.23|MetaCyc: PWY-6807	SSF74650	Galactose mutarotase-like	754	1023	4.24e-66	IPR011013	Galactose mutarotase-like domain superfamily	GO:0003824|GO:0005975|GO:0030246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.70.98.10	-	736	1023	3.7e-72	IPR014718	Glycoside hydrolase-type carbohydrate-binding	GO:0030246	NA
Ety_005948	Ety_005948-T1	Ety_1756_5	1844524	1845447	-	271	PF03194	LUC7 N_terminus	4	236	4.7e-70	IPR004882	Luc7-related	GO:0003729|GO:0005685|GO:0006376	NA	PTHR12375	RNA-BINDING PROTEIN LUC7-RELATED	3	238	1.2e-82	IPR004882	Luc7-related	GO:0003729|GO:0005685|GO:0006376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005949	Ety_005949-T1	Ety_1756_5	1846005	1847847	+	580	PF04113	Gpi16 subunit, GPI transamidase component	10	574	2.6e-238	IPR007245	GPI transamidase component PIG-T	GO:0016255|GO:0042765	Reactome: R-HSA-162791	PTHR12959	GPI TRANSAMIDASE COMPONENT PIG-T-RELATED	17	580	6.8e-166	IPR007245	GPI transamidase component PIG-T	GO:0016255|GO:0042765	Reactome: R-HSA-162791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005950	Ety_005950-T1	Ety_1756_5	1848009	1850678	-	650	PF02128	Fungalysin metallopeptidase (M36)	256	628	1.3e-151	IPR001842	Peptidase M36, fungalysin	GO:0004222|GO:0005615|GO:0008270	NA	PTHR33478	-	53	644	6.8e-210	NA	NA	NA	NA	SSF55486	Metalloproteases ("zincins"), catalytic domain	296	626	2.93e-65	NA	NA	NA	NA	cd09596	M36	301	623	5.62e-152	NA	NA	NA	NA	G3DSA:3.10.450.490	-	34	251	3.4e-77	NA	NA	NA	NA
Ety_005951	Ety_005951-T1	Ety_1756_5	1865276	1866441	+	363	PF00399	Yeast PIR protein repeat	262	277	2.8e-05	IPR000420	Yeast PIR protein repeat	GO:0005199|GO:0005618	NA	PTHR47254:SF2	-	1	198	2.7e-68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005952	Ety_005952-T1	Ety_1756_5	1867043	1867888	+	281	PF06220	U1 zinc finger	9	42	1.2e-05	IPR013085	U1-C, C2H2-type zinc finger	GO:0008270	NA	PTHR13173	WW DOMAIN BINDING PROTEIN 4	1	262	1.7e-17	IPR040023	WW domain-binding protein 4	GO:0000398	Reactome: R-HSA-72163	SSF57667	beta-beta-alpha zinc fingers	9	52	1.55e-05	IPR036236	Zinc finger C2H2 superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005953	Ety_005953-T1	Ety_1756_5	1868260	1869247	+	251	PF01738	Dienelactone hydrolase family	31	249	2.7e-29	IPR002925	Dienelactone hydrolase	GO:0016787	NA	PTHR17630	DIENELACTONE HYDROLASE	17	250	5.9e-55	NA	NA	NA	NA	SSF53474	alpha/beta-Hydrolases	28	250	1.67e-28	IPR029058	Alpha/Beta hydrolase fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	-	20	250	2.1e-35	IPR029058	Alpha/Beta hydrolase fold	NA	NA
Ety_005954	Ety_005954-T1	Ety_1756_5	1869683	1872792	+	1009	PF05346	Eukaryotic membrane protein family	518	923	1.6e-117	IPR008010	Tapt1 family	NA	NA	PTHR13317	UNCHARACTERIZED	72	1009	5.7e-176	IPR008010	Tapt1 family	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005955	Ety_005955-T1	Ety_1756_5	1873497	1878640	-	1223	PF13513	HEAT-like repeat	502	550	2.7e-08	NA	NA	NA	NA	PTHR10527	IMPORTIN BETA	156	1196	7.4e-162	IPR040122	Importin beta family	GO:0006606	NA	SSF48371	ARM repeat	156	890	7.49e-101	IPR016024	Armadillo-type fold	NA	NA	cd00118	LysM	127	160	0.00413311	IPR018392	LysM domain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005958	Ety_005958-T1	Ety_1756_5	1883549	1885299	-	554	PF12756	C2H2 type zinc-finger (2 copies)	217	313	1e-27	IPR041661	ZN622/Rei1/Reh1, zinc finger C2H2-type	NA	NA	PTHR13182	ZINC FINGER PROTEIN 622	17	546	9e-100	IPR040025	Zinc finger protein 622/Rei1/Reh1	NA	NA	SSF57667	beta-beta-alpha zinc fingers	209	304	7.94e-05	IPR036236	Zinc finger C2H2 superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.60	Classic Zinc Finger	68	117	4e-07	NA	NA	NA	NA
Ety_005959	Ety_005959-T1	Ety_1756_5	1888528	1888841	+	75	PF01494	FAD binding domain	6	38	4.4e-05	IPR002938	FAD-binding domain	GO:0071949	NA	PTHR43747:SF1	-	1	43	1.2e-12	NA	NA	NA	NA	SSF51905	FAD/NAD(P)-binding domain	5	48	4.7e-09	IPR036188	FAD/NAD(P)-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.50.50.60	-	4	56	2.1e-13	IPR036188	FAD/NAD(P)-binding domain superfamily	NA	NA
Ety_005960	Ety_005960-T1	Ety_1756_5	1889215	1893345	+	1324	PF00632	HECT-domain (ubiquitin-transferase)	1001	1323	2.4e-66	IPR000569	HECT domain	GO:0004842	MetaCyc: PWY-7511|Reactome: R-HSA-983168	PTHR45622:SF8	-	66	1277	1.2e-292	NA	NA	NA	NA	SSF56204	Hect, E3 ligase catalytic domain	932	1318	4.45e-86	IPR035983	HECT, E3 ligase catalytic domain	GO:0004842	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.1750.10	Hect	946	1205	8.4e-61	NA	NA	NA	NA
Ety_005961	Ety_005961-T1	Ety_1756_5	1893564	1894843	-	367	PF13532	2OG-Fe(II) oxygenase superfamily	166	363	6.2e-30	IPR027450	Alpha-ketoglutarate-dependent dioxygenase AlkB-like	NA	NA	PTHR16557	ALKYLATED DNA REPAIR PROTEIN ALKB-RELATED	13	366	5.7e-67	IPR004574	Alkylated DNA repair protein AlkB	GO:0055114	NA	SSF51197	Clavaminate synthase-like	88	366	1.1e-38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.590	-	157	366	1.1e-45	IPR037151	Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily	NA	NA
Ety_005962	Ety_005962-T1	Ety_1756_5	1895263	1897521	+	438	PF01926	50S ribosome-binding GTPase	176	307	3.7e-17	IPR006073	GTP binding domain	GO:0005525	NA	PTHR46498	-	132	385	1e-56	NA	NA	NA	NA	SSF52540	P-loop containing nucleoside triphosphate hydrolases	171	330	6.04e-25	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NA	NA	cd01876	YihA_EngB	176	310	4.4e-39	IPR030393	EngB-type guanine nucleotide-binding (G) domain	GO:0005525	NA	G3DSA:3.40.50.300	-	146	345	9.9e-41	NA	NA	NA	NA
Ety_005963	Ety_005963-T1	Ety_1756_5	1897627	1898373	-	248	PF07967	C3HC zinc finger-like	108	171	2.7e-20	IPR012935	Zinc finger, C3HC-like	GO:0008270	NA	PTHR15835:SF2	NUCLEAR-INTERACTING PARTNER OF ALK	6	175	1.8e-26	NA	NA	NA	NA	SSF57924	Inhibitor of apoptosis (IAP) repeat	114	162	8.11e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005964	Ety_005964-T1	Ety_1756_5	1898891	1900240	+	449	PF05022	SRP40, C-terminal domain	380	447	2.9e-19	IPR007718	Srp40, C-terminal	NA	NA	PTHR23216	NUCLEOLAR AND COILED-BODY PHOSPHOPROTEIN 1	25	448	9.8e-37	IPR039191	Srp40/Nopp140	GO:0005730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005965	Ety_005965-T1	Ety_1756_5	1900962	1902594	-	338	PF12296	Hydrophobic surface binding protein A	189	308	1.9e-23	IPR021054	Cell wall mannoprotein 1	NA	NA	PTHR38123	-	176	338	5.6e-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.1280.140	-	250	337	1.2e-06	NA	NA	NA	NA
Ety_005966	Ety_005966-T1	Ety_1756_5	1903006	1909613	-	1981	PF16507	Proteasome-substrate-size regulator, mid region	404	931	4.3e-197	IPR032430	Proteasome activator Blm10, mid region	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-983168	PTHR32170	-	74	1981	0	IPR035309	Proteasome activator complex subunit 4	GO:0016504|GO:0070577|GO:0070628	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-983168	SSF48371	ARM repeat	482	1763	1.2e-07	IPR016024	Armadillo-type fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005968	Ety_005968-T1	Ety_1756_5	1985401	1986639	+	375	PF05347	Complex 1 protein (LYR family)	17	77	1.5e-11	IPR008011	Complex 1 LYR protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005969	Ety_005969-T1	Ety_1756_5	1986932	1989443	-	787	PF00069	Protein kinase domain	81	394	2.6e-26	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468	NA	PTHR43289	-	13	613	1.7e-31	NA	NA	NA	NA	SSF56112	Protein kinase-like (PK-like)	68	394	2.46e-38	IPR011009	Protein kinase-like domain superfamily	NA	NA	cd00180	PKc	84	303	9.64e-27	NA	NA	NA	NA	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	187	399	4.1e-28	NA	NA	NA	NA
Ety_005971	Ety_005971-T1	Ety_1756_5	2003827	2006096	+	692	PF00170	bZIP transcription factor	116	159	6.3e-07	IPR004827	Basic-leucine zipper domain	GO:0003700|GO:0006355	NA	PTHR40618	-	74	676	7.8e-85	NA	NA	NA	NA	SSF57959	Leucine zipper domain	113	166	3.8e-12	NA	NA	NA	NA	cd14688	bZIP_YAP	113	161	1.05e-12	NA	NA	NA	NA	G3DSA:1.20.5.170	-	108	163	2.2e-10	NA	NA	NA	NA
Ety_005973	Ety_005973-T1	Ety_1756_5	2009482	2010015	-	154	PF02466	Tim17/Tim22/Tim23/Pmp24 family	12	119	2.9e-32	NA	NA	NA	NA	PTHR10485:SF0	AT05822P-RELATED	2	144	7.5e-66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005974	Ety_005974-T1	Ety_1756_5	2011255	2012398	-	330	PF11754	Velvet factor	124	225	1e-31	IPR037525	Velvet domain	NA	NA	PTHR33572	-	53	307	6.3e-71	IPR021740	Velvet factor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.40.3960	-	38	238	1.3e-60	IPR038491	Velvet domain superfamily	NA	NA
Ety_005977	Ety_005977-T1	Ety_1756_5	2017877	2019896	-	610	PF01384	Phosphate transporter family	24	595	9.7e-109	IPR001204	Phosphate transporter	GO:0005315|GO:0006817|GO:0016020	Reactome: R-HSA-427652	PTHR11101	PHOSPHATE TRANSPORTER	1	609	1.4e-302	IPR001204	Phosphate transporter	GO:0005315|GO:0006817|GO:0016020	Reactome: R-HSA-427652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005978	Ety_005978-T1	Ety_1756_5	2023618	2027036	-	1081	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR23159	CENTROSOMAL PROTEIN 2	211	1012	3.4e-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005979	Ety_005979-T1	Ety_1756_5	2028342	2030220	-	488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF75011	3-carboxy-cis,cis-mucoante lactonizing enzyme	112	439	1.11e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005981	Ety_005981-T1	Ety_1756_5	2032138	2033624	+	464	PF03095	Phosphotyrosyl phosphate activator (PTPA) protein	31	363	1.7e-119	IPR004327	Phosphotyrosyl phosphatase activator, PTPA	GO:0019211	NA	PTHR10012	SERINE/THREONINE-PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT B	19	420	1.6e-147	IPR004327	Phosphotyrosyl phosphatase activator, PTPA	GO:0019211	NA	SSF140984	PTPA-like	22	365	6.8e-108	IPR037218	PTPA superfamily	GO:0019211	NA	cd04087	PTPA	52	358	1.6e-123	IPR004327	Phosphotyrosyl phosphatase activator, PTPA	GO:0019211	NA	G3DSA:1.20.120.1150	-	242	369	4.5e-49	IPR043170	Phosphotyrosyl phosphatase activator, C-terminal lid domain	NA	NA
Ety_005984	Ety_005984-T1	Ety_1756_5	2036423	2037529	-	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF53474	alpha/beta-Hydrolases	42	218	1.4e-13	IPR029058	Alpha/Beta hydrolase fold	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	-	4	222	4.2e-13	IPR029058	Alpha/Beta hydrolase fold	NA	NA
Ety_005985	Ety_005985-T1	Ety_1756_5	2038554	2040993	+	705	PF07885	Ion channel	347	423	6.2e-20	IPR013099	Potassium channel domain	NA	NA	PTHR11003	POTASSIUM CHANNEL, SUBFAMILY K	99	279	2.1e-91	NA	NA	NA	NA	SSF81324	Voltage-gated potassium channels	316	433	1.7e-29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.287.70	-	154	294	4.5e-29	NA	NA	NA	NA
Ety_005986	Ety_005986-T1	Ety_1756_5	2041693	2047434	-	1437	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	123	200	3.5e-08	IPR000504	RNA recognition motif domain	GO:0003676	NA	PTHR12603	CCR4-NOT TRANSCRIPTION COMPLEX RELATED	9	381	6.8e-129	IPR039780	CCR4-NOT transcription complex subunit 4	GO:0004842|GO:0030014	Reactome: R-HSA-429947|Reactome: R-HSA-6804115	SSF54928	RNA-binding domain, RBD	117	212	8.06e-12	IPR035979	RNA-binding domain superfamily	GO:0003676	NA	cd12438	RRM_CNOT4	116	215	1.2e-42	IPR034261	CNOT4, RNA recognition motif	NA	Reactome: R-HSA-429947|Reactome: R-HSA-6804115	G3DSA:3.30.70.330	-	122	203	9.7e-23	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily	NA	NA
Ety_005987	Ety_005987-T1	Ety_1756_5	2047941	2048937	+	285	PF00329	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	103	223	3.3e-43	IPR001268	NADH:ubiquinone oxidoreductase, 30kDa subunit	GO:0008137|GO:0055114	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PTHR10884:SF10	NADH DEHYDROGENASE [UBIQUINONE] IRON-SULFUR PROTEIN 3, MITOCHONDRIAL	54	277	8.9e-105	NA	NA	NA	NA	SSF143243	Nqo5-like	77	261	6.8e-60	IPR037232	NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.460.80	-	57	202	6.8e-43	IPR037232	NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198
Ety_005988	Ety_005988-T1	Ety_1756_5	2049900	2052869	-	925	PF08632	Activator of mitotic machinery Cdc14 phosphatase activation C-term	751	802	3e-29	IPR013941	Protein Zds1, C-terminal	NA	NA	PTHR28089	-	15	396	5.1e-105	IPR040206	Protein Zds1/2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005989	Ety_005989-T1	Ety_1756_5	2054366	2056842	+	681	PF10360	Protein of unknown function (DUF2433)	277	406	9.5e-49	IPR018829	Domain of unknown function DUF2433	NA	NA	PTHR31987	-	21	680	5.9e-244	NA	NA	NA	NA	SSF56300	Metallo-dependent phosphatases	40	283	9.35e-10	NA	NA	NA	NA	cd00838	MPP_superfamily	43	86	0.00935254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ety_005990	Ety_005990-T1	Ety_1756_5	2056855	2058487	-	338	PF01209	ubiE/COQ5 methyltransferase family	61	309	6.3e-77	IPR004033	UbiE/COQ5 methyltransferase	GO:0008168	KEGG: 00130+2.1.1.163|MetaCyc: PWY-5839|MetaCyc: PWY-5844|MetaCyc: PWY-5849|MetaCyc: PWY-5890|MetaCyc: PWY-5891|MetaCyc: PWY-5892|MetaCyc: PWY-5895|MetaCyc: PWY-7996|Reactome: R-HSA-2142789	PTHR43591:SF24	2-METHOXY-6-POLYPRENYL-1,4-BENZOQUINOL METHYLASE, MITOCHONDRIAL	44	309	2.2e-97	NA	NA	NA	NA	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	60	278	1.11e-34	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	NA	NA	cd02440	AdoMet_MTases	113	224	7.35e-12	NA	NA	NA	NA	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	72	310	2.4e-72	NA	NA	NA	NA
